period,revenue,net_profit,interest_payable,ebitda,inn,name
2023,1009913.0,7257.0,1617.0,8874.0,7839406597,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСЬЭНЕРГОМОНТАЖ"""
2022,446800.0,3960.0,377.0,4337.0,7839406597,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСЬЭНЕРГОМОНТАЖ"""
2021,358336.0,3216.0,0.0,3216.0,7839406597,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСЬЭНЕРГОМОНТАЖ"""
2025,222753.0,2412.0,6040.0,8452.0,6501089145,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОВМЕСТНОЕ ПРЕДПРИЯТИЕ ""САХВЕСТСТРОЙ"""
2024,247632.0,8583.0,4013.0,12596.0,6501089145,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОВМЕСТНОЕ ПРЕДПРИЯТИЕ ""САХВЕСТСТРОЙ"""
2023,300353.0,20501.0,1530.0,22031.0,6501089145,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОВМЕСТНОЕ ПРЕДПРИЯТИЕ ""САХВЕСТСТРОЙ"""
2022,372858.0,28445.0,,28445.0,6501089145,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОВМЕСТНОЕ ПРЕДПРИЯТИЕ ""САХВЕСТСТРОЙ"""
2021,388848.0,22177.0,3806.0,25983.0,6501089145,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОВМЕСТНОЕ ПРЕДПРИЯТИЕ ""САХВЕСТСТРОЙ"""
2024,243602.0,914.0,,914.0,9718114554,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙПРОГРЕСС"""
2023,187570.0,59196.0,,59196.0,9718114554,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙПРОГРЕСС"""
2022,39989.0,431.0,,431.0,9718114554,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙПРОГРЕСС"""
2021,34538.0,495.0,,495.0,9718114554,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙПРОГРЕСС"""
2025,,,,,7709916124,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕРКОН"""
2024,,,,,7709916124,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕРКОН"""
2023,0.0,,,,7709916124,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕРКОН"""
2022,5215.0,0.0,,0.0,7709916124,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕРКОН"""
2021,494859.0,25216.0,,25216.0,7709916124,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕРКОН"""
2025,489383.0,1759.0,,1759.0,9718045068,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦСТРОЙМОНОЛИТ-ПЛЮС"""
2024,613116.0,-33564.0,,-33564.0,9718045068,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦСТРОЙМОНОЛИТ-ПЛЮС"""
2023,471180.0,16949.0,,16949.0,9718045068,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦСТРОЙМОНОЛИТ-ПЛЮС"""
2022,393015.0,17934.0,,17934.0,9718045068,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦСТРОЙМОНОЛИТ-ПЛЮС"""
2021,403695.0,42.0,,42.0,9718045068,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦСТРОЙМОНОЛИТ-ПЛЮС"""
2021,,,,,9723130946,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗЕВС"""
2025,217467.0,1797.0,3660.0,5457.0,5053050276,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""СТРОЙ-ГРАД"""
2024,114983.0,517.0,2327.0,2844.0,5053050276,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""СТРОЙ-ГРАД"""
2023,204522.0,1098.0,750.0,1848.0,5053050276,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""СТРОЙ-ГРАД"""
2022,132638.0,757.0,1127.0,1884.0,5053050276,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""СТРОЙ-ГРАД"""
2021,205183.0,503.0,1165.0,1668.0,5053050276,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""СТРОЙ-ГРАД"""
2025,364652.0,34748.0,460.0,35208.0,6027099196,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВГУСТИНА"""
2024,607666.0,88139.0,216.0,88355.0,6027099196,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВГУСТИНА"""
2023,413404.0,51874.0,2195.0,54069.0,6027099196,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВГУСТИНА"""
2022,300221.0,1196.0,3356.0,4552.0,6027099196,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВГУСТИНА"""
2021,112161.0,1753.0,1105.0,2858.0,6027099196,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВГУСТИНА"""
2023,0.0,1005.0,,1005.0,7706816185,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПРИНТ КОНСТРАКШН"""
2022,61251.0,-1663.0,,-1663.0,7706816185,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПРИНТ КОНСТРАКШН"""
2021,,-1750.0,,-1750.0,7706816185,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПРИНТ КОНСТРАКШН"""
2023,0.0,0.0,,0.0,5528049660,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРКАНА"""
2022,224599.0,416.0,,416.0,5528049660,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРКАНА"""
2025,126937.0,-23872.0,0.0,-23872.0,1648036601,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМ-АНТИКОР"""
2024,165672.0,757.0,468.0,1225.0,1648036601,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМ-АНТИКОР"""
2023,217248.0,39688.0,185.0,39873.0,1648036601,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМ-АНТИКОР"""
2022,235755.0,15532.0,0.0,15532.0,1648036601,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМ-АНТИКОР"""
2021,225752.0,4915.0,377.0,5292.0,1648036601,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМ-АНТИКОР"""
2025,475883.0,663.0,,663.0,3461009522,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГА-БИЛД ИНЖИНИРИНГ"""
2024,160076.0,607.0,,607.0,3461009522,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГА-БИЛД ИНЖИНИРИНГ"""
2023,132816.0,298.0,,298.0,3461009522,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГА-БИЛД ИНЖИНИРИНГ"""
2022,69072.0,10419.0,,10419.0,3461009522,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГА-БИЛД ИНЖИНИРИНГ"""
2021,59040.0,-15265.0,,-15265.0,3461009522,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГА-БИЛД ИНЖИНИРИНГ"""
2025,20965.0,-12628.0,0.0,-12628.0,7524014902,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФРУТЕКС"""
2024,86869.0,16911.0,0.0,16911.0,7524014902,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФРУТЕКС"""
2023,215629.0,41440.0,1106.0,42546.0,7524014902,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФРУТЕКС"""
2022,119545.0,4107.0,1481.0,5588.0,7524014902,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФРУТЕКС"""
2021,72994.0,-6758.0,,-6758.0,7524014902,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФРУТЕКС"""
2025,182437.0,-50036.0,1202.0,-48834.0,6449037751,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙДОМ"""
2024,217780.0,1860.0,,1860.0,6449037751,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙДОМ"""
2023,233018.0,39282.0,0.0,39282.0,6449037751,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙДОМ"""
2022,135855.0,15061.0,25.0,15086.0,6449037751,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙДОМ"""
2021,32690.0,2.0,0.0,2.0,6449037751,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙДОМ"""
2022,130847.0,946.0,,946.0,7703547625,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОНСТРОЙ"""
2021,719332.0,4642.0,,4642.0,7703547625,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОНСТРОЙ"""
2025,812083.0,27112.0,16076.0,43188.0,7728786311,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СВС-ЭМ"""
2024,728986.0,34536.0,6366.0,40902.0,7728786311,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СВС-ЭМ"""
2023,237814.0,25442.0,,25442.0,7728786311,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СВС-ЭМ"""
2022,710015.0,99742.0,,99742.0,7728786311,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СВС-ЭМ"""
2021,179559.0,-9100.0,0.0,-9100.0,7728786311,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СВС-ЭМ"""
2025,130303.0,13622.0,30.0,13652.0,9724071877,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТСК"""
2024,853542.0,223537.0,2599.0,226136.0,9724071877,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТСК"""
2023,405111.0,20316.0,39.0,20355.0,9724071877,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТСК"""
2022,205556.0,10177.0,,10177.0,9724071877,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТСК"""
2025,33572.0,-6007.0,2579.0,-3428.0,2364017082,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-КУБАНЬСТРОЙ"""
2024,38064.0,-3304.0,1306.0,-1998.0,2364017082,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-КУБАНЬСТРОЙ"""
2023,42764.0,-5202.0,1009.0,-4193.0,2364017082,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-КУБАНЬСТРОЙ"""
2022,109483.0,-241.0,575.0,334.0,2364017082,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-КУБАНЬСТРОЙ"""
2021,119247.0,8989.0,575.0,9564.0,2364017082,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-КУБАНЬСТРОЙ"""
2022,171955.0,93.0,,93.0,0275928146,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ БИЛД"""
2025,169037.0,14175.0,,14175.0,7115009919,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМСТРОЙ СЕРВИС"""
2024,189299.0,54578.0,,54578.0,7115009919,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМСТРОЙ СЕРВИС"""
2023,164255.0,42544.0,,42544.0,7115009919,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМСТРОЙ СЕРВИС"""
2022,171841.0,50935.0,,50935.0,7115009919,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМСТРОЙ СЕРВИС"""
2021,92994.0,16099.0,,16099.0,7115009919,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМСТРОЙ СЕРВИС"""
2025,529459.0,17029.0,9059.0,26088.0,3911016071,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОСТРОЙ"""
2024,396442.0,1358.0,7007.0,8365.0,3911016071,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОСТРОЙ"""
2023,331100.0,4361.0,2750.0,7111.0,3911016071,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОСТРОЙ"""
2022,215021.0,10959.0,959.0,11918.0,3911016071,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОСТРОЙ"""
2021,403117.0,10293.0,650.0,10943.0,3911016071,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОСТРОЙ"""
2025,1542342.0,89035.0,0.0,89035.0,7727813770,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СУ-111"""
2024,1376308.0,83995.0,,83995.0,7727813770,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СУ-111"""
2023,1562832.0,36686.0,,36686.0,7727813770,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СУ-111"""
2022,1298927.0,23659.0,,23659.0,7727813770,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СУ-111"""
2021,606443.0,8039.0,,8039.0,7727813770,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СУ-111"""
2025,876542.0,20027.0,0.0,20027.0,6659169296,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕКБ-ЭЛЕКТРО"""
2024,911775.0,24746.0,,24746.0,6659169296,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕКБ-ЭЛЕКТРО"""
2023,691808.0,16550.0,,16550.0,6659169296,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕКБ-ЭЛЕКТРО"""
2022,434676.0,27890.0,,27890.0,6659169296,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕКБ-ЭЛЕКТРО"""
2021,334583.0,11069.0,,11069.0,6659169296,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕКБ-ЭЛЕКТРО"""
2025,0.0,-182.0,,-182.0,7203387998,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАД"""
2024,13635.0,8811.0,,8811.0,7203387998,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАД"""
2023,0.0,-28.0,,-28.0,7203387998,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАД"""
2022,141598.0,-36657.0,,-36657.0,7203387998,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАД"""
2021,200817.0,12953.0,,12953.0,7203387998,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАД"""
2025,1012509.0,-8262.0,21990.0,13728.0,2320243567,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СП МЕНЕДЖМЕНТ"""
2024,276.0,-17116.0,11455.0,-5661.0,2320243567,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СП МЕНЕДЖМЕНТ"""
2023,2602.0,-87077.0,10516.0,-76561.0,2320243567,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СП МЕНЕДЖМЕНТ"""
2022,199166.0,4424.0,10720.0,15144.0,2320243567,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СП МЕНЕДЖМЕНТ"""
2021,42971.0,-35609.0,11099.0,-24510.0,2320243567,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СП МЕНЕДЖМЕНТ"""
2025,140779.0,-35301.0,,-35301.0,6167081417,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ПАРТИКЛ"""
2024,94676.0,-56394.0,,-56394.0,6167081417,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ПАРТИКЛ"""
2023,188202.0,29083.0,,29083.0,6167081417,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ПАРТИКЛ"""
2022,251483.0,13931.0,,13931.0,6167081417,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ПАРТИКЛ"""
2021,329832.0,100100.0,,100100.0,6167081417,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ПАРТИКЛ"""
2024,572299.0,349.0,,349.0,7806480080,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""СТРОЙРЕГИОНСЕРВИС"""
2023,416426.0,22409.0,,22409.0,7806480080,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""СТРОЙРЕГИОНСЕРВИС"""
2022,320561.0,11355.0,,11355.0,7806480080,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""СТРОЙРЕГИОНСЕРВИС"""
2021,599497.0,4824.0,,4824.0,7806480080,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""СТРОЙРЕГИОНСЕРВИС"""
2025,572618.0,1286.0,1107.0,2393.0,2310088087,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОСНАБ-ЮГ"""
2024,1435123.0,2058.0,,2058.0,2310088087,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОСНАБ-ЮГ"""
2023,970428.0,648.0,0.0,648.0,2310088087,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОСНАБ-ЮГ"""
2022,748834.0,139299.0,2918.0,142217.0,2310088087,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОСНАБ-ЮГ"""
2021,525707.0,446.0,1030.0,1476.0,2310088087,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОСНАБ-ЮГ"""
2025,236356.0,358.0,6813.0,7171.0,7705837577,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦСТРОЙ-АЛЬЯНС"""
2024,618462.0,18031.0,5893.0,23924.0,7705837577,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦСТРОЙ-АЛЬЯНС"""
2023,418506.0,40163.0,3457.0,43620.0,7705837577,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦСТРОЙ-АЛЬЯНС"""
2022,441138.0,5293.0,1516.0,6809.0,7705837577,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦСТРОЙ-АЛЬЯНС"""
2021,359027.0,1783.0,1127.0,2910.0,7705837577,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦСТРОЙ-АЛЬЯНС"""
2022,208505.0,-2825.0,0.0,-2825.0,7743243133,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕЛИОНСТРОЙ"""
2021,478385.0,-3927.0,224.0,-3703.0,7743243133,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕЛИОНСТРОЙ"""
2025,90647.0,1169.0,2.0,1171.0,0264067223,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙЭНЕРГОАЛЬЯНС"""
2024,38741.0,648.0,0.0,648.0,0264067223,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙЭНЕРГОАЛЬЯНС"""
2023,65066.0,365.0,59.0,424.0,0264067223,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙЭНЕРГОАЛЬЯНС"""
2022,49766.0,336.0,,336.0,0264067223,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙЭНЕРГОАЛЬЯНС"""
2021,44794.0,235.0,,235.0,0264067223,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙЭНЕРГОАЛЬЯНС"""
2025,74074.0,46109.0,,46109.0,2130143469,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФ_САТ"""
2024,11329.0,1729.0,,1729.0,2130143469,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФ_САТ"""
2023,3906.0,-5843.0,,-5843.0,2130143469,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФ_САТ"""
2022,1947.0,-9096.0,,-9096.0,2130143469,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФ_САТ"""
2021,12569.0,-11299.0,,-11299.0,2130143469,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФ_САТ"""
2025,49560.0,3805.0,,3805.0,3805705947,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИБТРАНССЕРВИС ПЛЮС"""
2024,10692.0,114.0,,114.0,3805705947,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИБТРАНССЕРВИС ПЛЮС"""
2023,68280.0,8965.0,,8965.0,3805705947,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИБТРАНССЕРВИС ПЛЮС"""
2022,78069.0,5477.0,,5477.0,3805705947,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИБТРАНССЕРВИС ПЛЮС"""
2021,56074.0,222.0,,222.0,3805705947,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИБТРАНССЕРВИС ПЛЮС"""
